object_id,has_person,person_percent,has_building,building_percent,has_tree,tree_percent,has_mountain,mountain_percent,has_grass,grass_percent,has_water,water_percent,has_rock,rock_percent,has_house,house_percent,has_road,road_percent,has_sidewalk,sidewalk_percent,has_fence,fence_percent,has_sea,sea_percent,has_animal,animal_percent,has_column,column_percent,has_boat,boat_percent,has_river,river_percent,has_plant,plant_percent,has_curtain,curtain_percent,has_windowpane,windowpane_percent,has_chair,chair_percent,has_field,field_percent,has_table,table_percent,has_hovel,hovel_percent,has_tent,tent_percent,has_bridge,bridge_percent,has_bench,bench_percent,has_pier,pier_percent,artist_name,origin,creation_year,work_type,works_in_museum
306208,,,1.0,2.68,1.0,2.49,,,,,,,,,1.0,7.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joseph Cundall,British,1855,Photograph,5
306211,1.0,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1846,Photograph,17
306212,1.0,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306216,1.0,38.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306219,1.0,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1844,Photograph,17
306220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306222,1.0,1.65,1.0,13.17,,,,,1.0,0.69,1.0,4.58,,,1.0,2.98,,,,,,,,,,,,,1.0,19.69,,,,,,,,,,,,,,,,,,,,,,,1.0,3.01,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1845,Photograph,17
306224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1845,Photograph,17
306225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1845,Photograph,17
306226,1.0,31.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1845,Photograph,17
306227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1846,Photograph,17
306230,1.0,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert  Adamson|David Octavius Hill|Hill and Adamson,"British, Scottish|British, Scottish|British, Scottish",1847,Photograph,17
306247,1.0,1.08,,,,,1.0,4.32,,,1.0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1846,Photograph,19
306248,1.0,18.59,1.0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1850,Photograph,19
306249,1.0,14.51,1.0,22.02,1.0,0.66,,,,,,,,,1.0,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1849,Photograph,19
306250,1.0,24.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1849,Photograph,19
306252,1.0,7.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1849,Photograph,19
306253,,,1.0,76.71,,,,,,,,,,,,,,,1.0,7.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1846,Photograph,19
306254,,,1.0,53.13,1.0,0.88,,,,,,,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1846,Photograph,19
306255,1.0,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1849,Photograph,19
306319,,,,,,,,,,,,,1.0,0.4,,,,,,,,,1.0,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustave Le Gray,French,1857,Photograph,41
306321,,,,,1.0,67.57,,,1.0,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gustave Le Gray,French,1857,Photograph,41
306323,1.0,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine-François-Jean Claudet|Nicolaas Henneman,French|Dutch,1850,Photograph,2
306329,1.0,12.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nadar,French,1858,Photograph,15
306330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.31,,,,,,,,,,,,,,,,,Oscar Gustav Rejlander,"British, born Sweden",1855,Photograph,34
306334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1842,Photograph,74
306337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antoine-François-Jean Claudet|William Henry Fox Talbot,French|British,1846,Photograph,1
306338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1841,Photograph,74
306342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calvert Richard Jones,"British, Welsh",1850,Photograph,19
306346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Henry Fox Talbot,British,1843,Photograph,74
306349,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.73,,,1.0,0.77,,,,,,,,,,,William Henry Fox Talbot,British,1850,Photograph,74
307063,1.0,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
307071,,,,,,,1.0,0.58,,,,,1.0,8.43,1.0,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Félix Teynard,French,1851,Photograph,125
307108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Wilkie Wynfield|William Holman Hunt,"British, born India|British",1863,Photograph,1
405709,1.0,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405784,1.0,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405801,1.0,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405807,1.0,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405813,1.0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405814,1.0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405820,1.0,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
405821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. Wood,American,1888,Photograph,24
411379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
411479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
412130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
412218,1.0,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
412227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
414965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
415138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
415229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
415639,1.0,5.99,,,,,,,,,1.0,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
415683,1.0,20.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
415694,1.0,0.39,,,,,,,,,1.0,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
416059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
416543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
416599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
416613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
416911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D. Maitland Armstrong|Anonymous, Italian|Helen Neilson Armstrong",American|Italian|American,1871,Photograph,1
416912,1.0,13.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D. Maitland Armstrong|Remillard Photographers,American|American,1851,Photograph,1
417303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
417792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1891,Photograph,1712
422318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1887,Photograph,1712
422415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1887,Photograph,1712
422424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1887,Photograph,1712
422577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allen & Ginter,American,1887,Photograph,1712
512837,1.0,17.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert George Lutterodt|George A. G. Lutterodt,Ghanaian|Ghanaian,1885,Photograph,1
513805,,,1.0,12.48,1.0,0.62,,,,,,,1.0,1.27,1.0,16.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,William Ellis,British,1865,Photograph,1
527477,1.0,6.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.15,,,,,,,,,,,,,,,,,,,Nicolaas Henneman,Dutch,1853,Photograph,2
527478,1.0,15.35,,,,,,,,,,,,,,,,,,,,,,,1.0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicolaas Henneman,Dutch,1853,Photograph,2
623026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
623070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guillaume-Benjamin-Amand Duchenne de Boulogne|Adrien Tournachon,French|French,1856,Photograph,48
629811,,,1.0,16.09,1.0,3.29,,,,,,,,,,,1.0,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firmin-Eugène Le Dien|Gustave Le Gray,French|French,1858,Photograph,3
629831,,,1.0,64.68,,,1.0,4.58,1.0,7.83,,,,,,,,,1.0,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firmin-Eugène Le Dien|Gustave Le Gray,French|French,1853,Photograph,3
631016,,,1.0,48.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6,,,,,,,,,,,,,,,,,Auguste-Rosalie Bisson,French,1866,Photograph,1
631029,1.0,33.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill and Adamson,"British, Scottish",1847,Photograph,1
631032,,,1.0,23.54,1.0,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Felice Beato|James Robertson,"British, born Italy|British",1857,Photograph,1
631050,1.0,0.53,1.0,1.15,,,,,,,,,,,,,,,,,,,1.0,29.24,,,,,1.0,17.63,,,,,,,,,,,,,,,,,,,,,,,,,Thomas Sutton,British,1860,Photograph,2
633310,1.0,1.14,,,1.0,10.96,,,,,,,,,,,,,,,,,,,1.0,27.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lala Deen Dayal,Indian,1900,Photograph,4
633313,,,,,1.0,62.4,,,1.0,3.41,,,,,,,,,1.0,2.1,,,,,,,,,,,,,1.0,3.35,,,,,,,,,,,,,,,,,1.0,5.02,,,Lala Deen Dayal,Indian,1890,Photograph,4
645493,1.0,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Reekie,American,1865,Photograph,1
